Date,Open,High,Low,Close,Volume
2017-06-20T00:00:00.000000Z,1243.833,1244.399,1242.944,1243.994,1000000
2017-06-20T01:00:00.000000Z,1243.892,1246.080,1243.862,1245.660,1000000
2017-06-20T02:00:00.000000Z,1245.762,1245.957,1245.018,1245.226,1000000
2017-06-20T03:00:00.000000Z,1245.212,1245.778,1244.935,1245.201,1000000
2017-06-20T04:00:00.000000Z,1245.108,1245.662,1244.958,1245.310,1000000
2017-06-20T05:00:00.000000Z,1245.408,1246.163,1244.971,1246.050,1000000
2017-06-20T06:00:00.000000Z,1246.053,1247.127,1245.754,1246.217,1000000
2017-06-20T07:00:00.000000Z,1246.124,1247.819,1245.981,1246.914,1000000
2017-06-20T08:00:00.000000Z,1247.030,1247.496,1246.491,1247.068,1000000
2017-06-20T09:00:00.000000Z,1247.169,1247.366,1246.530,1246.869,1000000
2017-06-20T10:00:00.000000Z,1246.858,1247.536,1245.539,1246.205,1000000
2017-06-20T11:00:00.000000Z,1246.112,1246.438,1243.874,1244.996,1000000
2017-06-20T12:00:00.000000Z,1244.986,1248.246,1244.900,1245.074,1000000
2017-06-20T13:00:00.000000Z,1245.054,1245.758,1241.668,1242.464,1000000
2017-06-20T14:00:00.000000Z,1242.559,1244.468,1241.330,1242.895,1000000
2017-06-20T15:00:00.000000Z,1242.988,1244.142,1242.305,1243.873,1000000
2017-06-20T16:00:00.000000Z,1243.968,1244.678,1243.471,1243.778,1000000
2017-06-20T17:00:00.000000Z,1243.769,1243.962,1242.061,1242.812,1000000
2017-06-20T18:00:00.000000Z,1242.716,1244.260,1242.374,1243.961,1000000
2017-06-20T19:00:00.000000Z,1243.954,1244.104,1242.583,1242.697,1000000
2017-06-20T20:00:00.000000Z,1242.720,1243.466,1242.372,1243.466,1000000
2017-06-20T22:00:00.000000Z,1243.278,1245.032,1242.876,1244.942,1000000
2017-06-20T23:00:00.000000Z,1244.818,1245.374,1244.512,1244.956,1000000
2017-06-21T00:00:00.000000Z,1245.055,1245.946,1244.524,1245.201,1000000
2017-06-21T01:00:00.000000Z,1245.209,1246.319,1244.930,1246.043,1000000
2017-06-21T02:00:00.000000Z,1245.943,1246.374,1245.257,1245.734,1000000
2017-06-21T03:00:00.000000Z,1245.633,1246.622,1245.516,1246.315,1000000
2017-06-21T04:00:00.000000Z,1246.326,1247.037,1246.181,1246.636,1000000
2017-06-21T05:00:00.000000Z,1246.528,1246.863,1245.506,1245.640,1000000
2017-06-21T06:00:00.000000Z,1245.740,1246.624,1245.283,1245.468,1000000
2017-06-21T07:00:00.000000Z,1245.371,1246.506,1244.780,1245.638,1000000
2017-06-21T08:00:00.000000Z,1245.728,1246.626,1245.054,1246.361,1000000
2017-06-21T09:00:00.000000Z,1246.461,1247.592,1245.809,1247.404,1000000
2017-06-21T10:00:00.000000Z,1247.494,1247.953,1246.496,1247.378,1000000
2017-06-21T11:00:00.000000Z,1247.268,1247.384,1244.746,1245.103,1000000
2017-06-21T12:00:00.000000Z,1245.004,1245.772,1242.778,1243.146,1000000
2017-06-21T13:00:00.000000Z,1243.055,1243.942,1240.815,1243.330,1000000
2017-06-21T14:00:00.000000Z,1243.189,1246.404,1242.200,1244.892,1000000
2017-06-21T15:00:00.000000Z,1244.882,1247.091,1243.987,1244.265,1000000
2017-06-21T16:00:00.000000Z,1244.258,1245.654,1244.199,1245.416,1000000
2017-06-21T17:00:00.000000Z,1245.508,1246.140,1244.588,1245.770,1000000
2017-06-21T18:00:00.000000Z,1245.760,1246.774,1245.684,1246.398,1000000
2017-06-21T19:00:00.000000Z,1246.388,1247.496,1245.834,1246.273,1000000
2017-06-21T20:00:00.000000Z,1246.372,1246.726,1245.082,1246.362,1000000
2017-06-21T22:00:00.000000Z,1245.832,1247.231,1245.758,1246.709,1000000
2017-06-21T23:00:00.000000Z,1246.849,1250.076,1246.849,1249.083,1000000
2017-06-22T00:00:00.000000Z,1248.966,1251.142,1248.794,1250.855,1000000
2017-06-22T01:00:00.000000Z,1250.959,1253.138,1250.748,1252.880,1000000
2017-06-22T02:00:00.000000Z,1252.774,1254.064,1252.552,1253.206,1000000
2017-06-22T03:00:00.000000Z,1253.305,1253.538,1251.929,1252.222,1000000
2017-06-22T04:00:00.000000Z,1252.314,1253.184,1251.869,1252.725,1000000
2017-06-22T05:00:00.000000Z,1252.826,1255.082,1252.154,1254.149,1000000
2017-06-22T06:00:00.000000Z,1254.033,1254.152,1252.419,1252.965,1000000
2017-06-22T07:00:00.000000Z,1252.979,1253.859,1252.394,1252.823,1000000
2017-06-22T08:00:00.000000Z,1252.921,1252.962,1251.222,1252.129,1000000
2017-06-22T09:00:00.000000Z,1252.026,1252.659,1251.383,1251.562,1000000
2017-06-22T10:00:00.000000Z,1251.469,1251.930,1250.555,1250.744,1000000
2017-06-22T11:00:00.000000Z,1250.846,1251.388,1249.438,1250.825,1000000
2017-06-22T12:00:00.000000Z,1250.917,1254.176,1250.818,1253.660,1000000
2017-06-22T13:00:00.000000Z,1253.763,1253.953,1250.928,1251.057,1000000
2017-06-22T14:00:00.000000Z,1250.953,1251.594,1249.690,1250.453,1000000
2017-06-22T15:00:00.000000Z,1250.353,1251.193,1249.954,1250.574,1000000
2017-06-22T16:00:00.000000Z,1250.676,1251.582,1250.427,1250.896,1000000
2017-06-22T17:00:00.000000Z,1250.908,1251.182,1248.372,1248.581,1000000
2017-06-22T18:00:00.000000Z,1248.480,1249.638,1246.666,1249.189,1000000
